refinebio_accession_code,experiment_accession,score_age,score_sex,score_patient,score_stage,score_tissue,score_metastasis,score_histology,score_cell_line_col,score_cell_line_text,score_primary_human_text,net_score,primary_score,cell_line_score,score_cancer_cols,score_cancer_text
GSM1672615,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1673727,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1831530,GSE71258,0,0,1,0,1,0,0,0,0,1,3,3,0,0,3
GSM1888127,GSE73172,1,1,1,0,0,0,0,0,0,1,4,4,0,0,0
GSM1898218,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM2435481,GSE92697,0,0,0,1,0,0,0,0,0,0,1,1,0,1,3
GSM2466130,GSE93984,0,0,0,1,0,0,0,0,0,10,11,11,0,1,9
GSM2666721,GSE99967,1,1,0,1,1,0,0,0,0,2,6,6,0,1,0
GSM3184152,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM381233,GSE15258,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0
GSM381268,GSE15258,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0
GSM540185,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM559065,GSE22513,0,0,0,0,1,0,0,0,0,13,14,14,0,0,2
GSM578662,GSE23593,0,0,1,1,0,0,0,0,0,9,11,11,0,2,2
GSM781533,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM781644,GSE31448,0,0,0,0,0,0,0,0,0,5,5,5,0,0,5
GSM782576,GSE31519,0,0,0,1,1,0,0,0,0,3,5,5,0,2,0
GSM865202,GSE35287,0,1,0,0,1,0,0,0,0,1,3,3,0,0,0
GSM886594,GSE36295,1,0,0,1,1,0,1,0,0,1,5,5,0,2,1
GSM100521,GSE4475,1,1,0,0,0,0,0,0,0,0,2,2,0,0,13
GSM1019146,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM110716,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM110855,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1164622,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM1255334,GSE51922,1,1,1,1,1,0,0,0,0,2,7,7,0,1,0
GSM1437859,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1437879,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1437988,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1587227,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1587232,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1898174,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM2157880,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2256900,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2257117,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM3289441,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289488,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289571,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289596,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289731,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM422963,GSE16879,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0
GSM423075,GSE16879,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0
GSM465242,GSE18728,0,0,0,0,1,0,0,0,0,3,4,4,0,0,2
GSM4774232,GSE157738,0,0,1,0,0,0,0,0,0,5,6,6,0,0,3
GSM530852,GSE21231,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM577816,GSE23553,0,0,0,0,0,0,0,-1,-1,0,-2,0,2,0,0
GSM578779,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM585492,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM884038,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM884144,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM947500,GSE38680,1,1,1,0,1,0,0,0,0,4,8,8,0,0,0
GSM956650,GSE39134,1,1,0,1,1,0,1,0,0,1,6,6,0,2,1
GSM978728,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM981533,GSE39925,1,1,0,0,1,0,0,0,0,6,9,9,0,0,5
GSM100478,GSE4475,1,1,0,0,0,0,0,0,0,0,2,2,0,0,13
GSM1030199,GSE41998,1,1,0,0,0,0,0,0,0,5,7,7,0,0,5
GSM1049160,GSE42743,0,1,0,1,0,0,0,0,0,2,4,4,0,1,1
GSM1164315,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM123198,GSE5388,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0
GSM123246,GSE5389,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0
GSM1379834,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1379956,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1380040,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1420048,GSE58812,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0
GSM1438106,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1564128,GSE64085,1,1,0,0,0,0,0,0,0,2,4,4,0,0,3
GSM1672627,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1673710,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1831495,GSE71258,0,0,1,0,1,0,0,0,0,1,3,3,0,0,3
GSM1884983,GSE73080,1,1,1,0,0,0,0,0,0,1,4,4,0,0,0
GSM2159619,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2232054,GSE84334,1,1,0,0,0,0,0,0,0,1,3,3,0,0,2
GSM2256995,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2858730,GSE106977,0,0,0,0,1,0,0,0,0,4,5,5,0,0,1
GSM2858761,GSE106977,0,0,0,0,1,0,0,0,0,4,5,5,0,0,1
GSM3184015,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3184117,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3289685,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM423077,GSE16879,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0
GSM4774171,GSE157738,0,0,1,0,0,0,0,0,0,5,6,6,0,0,3
GSM478542,GSE19285,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM478562,GSE19285,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM540187,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM577791,GSE23553,0,0,0,0,0,0,0,-1,-1,0,-2,0,2,0,0
GSM578668,GSE23593,0,0,1,1,0,0,0,0,0,9,11,11,0,2,2
GSM578796,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM585423,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM601763,GSE24427,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM781532,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM781543,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM781624,GSE31448,0,0,0,0,0,0,0,0,0,5,5,5,0,0,5
GSM789982,GSE31852,0,0,0,0,0,0,0,0,0,5,5,5,0,0,1
GSM865150,GSE35287,0,1,0,0,1,0,0,0,0,1,3,3,0,0,0
GSM883988,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM884041,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM956633,GSE39133,1,1,0,1,1,0,1,0,0,1,6,6,0,2,1
GSM978584,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM1019174,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM1164355,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM1164557,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM1164619,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM1320253,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1381597,GSE57383,1,1,0,0,0,0,0,0,0,1,3,3,0,0,1
GSM1437842,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1437995,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1438056,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1898209,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM1898216,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM2157840,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2858678,GSE106977,0,0,0,0,1,0,0,0,0,4,5,5,0,0,1
GSM3183963,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3184104,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM467606,GSE18864,1,0,0,1,0,0,0,0,0,1,3,3,0,1,6
GSM530867,GSE21231,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM540217,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM540229,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM562970,GSE22762,0,0,0,1,0,0,0,0,0,4,5,5,0,1,6
GSM578675,GSE23593,0,0,1,1,0,0,0,0,0,9,11,11,0,2,2
GSM609036,GSE24742,1,1,0,1,1,0,0,0,0,17,21,21,0,1,0
GSM714042,GSE28826,1,1,0,0,1,0,0,0,0,10,13,13,0,1,3
GSM757653,GSE30536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM781330,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM825560,GSE33377,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
GSM865173,GSE35287,0,1,0,0,1,0,0,0,0,1,3,3,0,0,0
GSM884021,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM926965,GSE37751,1,0,0,1,1,0,0,0,0,2,5,5,0,3,2
GSM927011,GSE37751,1,0,0,1,1,0,0,0,0,2,5,5,0,3,2
GSM978710,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM983722,GSE40020,0,0,0,1,0,0,0,0,0,0,1,1,0,1,3
GSM100484,GSE4475,1,1,0,0,0,0,0,0,0,0,2,2,0,0,13
GSM1049180,GSE42743,0,1,0,1,0,0,0,0,0,2,4,4,0,1,1
GSM1164305,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM1350464,GSE56017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1380068,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1419987,GSE58812,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0
GSM1438001,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1438004,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1438025,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1445976,GSE59745,0,0,0,1,0,1,0,0,0,6,8,8,0,2,1
GSM1587215,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1831473,GSE71258,0,0,1,0,1,0,0,0,0,1,3,3,0,0,3
GSM2112351,GSE80077,1,0,0,1,0,0,1,0,0,7,10,10,0,2,0
GSM2157847,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2158897,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2256937,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2256985,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM3184214,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM364633,GSE14580,0,0,0,0,1,0,0,0,0,2,3,3,0,0,0
GSM423003,GSE16879,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0
GSM465196,GSE18728,0,0,0,0,1,0,0,0,0,3,4,4,0,0,2
GSM540120,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM577800,GSE23553,0,0,0,0,0,0,0,-1,-2,0,-3,0,3,0,0
GSM578725,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM585341,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM677321,GSE27389,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0
GSM713990,GSE28826,1,1,0,0,1,0,0,0,0,10,13,13,0,1,3
GSM728980,GSE29449,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,3
GSM798645,GSE32226,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM883968,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM956615,GSE39133,1,1,0,1,1,0,1,0,0,1,6,6,0,2,1
GSM956659,GSE39134,1,1,0,1,1,0,1,0,0,1,6,6,0,2,1
GSM978660,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM100588,GSE4475,1,1,0,0,0,0,0,0,0,0,2,2,0,0,13
GSM1037336,GSE42296,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0
GSM1049123,GSE42743,0,1,0,1,0,0,0,0,0,2,4,4,0,1,1
GSM1049172,GSE42743,0,1,0,1,0,0,0,0,0,2,4,4,0,1,1
GSM110703,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1128091,GSE46280,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM1320214,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1336383,GSE55145,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM1379844,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1381571,GSE57383,1,1,0,0,0,0,0,0,0,1,3,3,0,0,1
GSM1437934,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1438005,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1442207,GSE59671,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
GSM1564132,GSE64085,1,1,0,0,0,0,0,0,0,2,4,4,0,0,3
GSM1587194,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1624455,GSE66525,1,1,0,0,0,0,0,0,0,4,6,6,0,1,4
GSM1629370,GSE66698,1,1,0,0,1,0,0,0,0,2,5,5,0,0,1
GSM1673798,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1898171,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM1944597,GSE75173,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0
GSM1944603,GSE75173,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0
GSM2124830,GSE80342,0,1,0,0,0,0,0,0,0,4,5,5,0,0,0
GSM2256946,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2257010,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2257119,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2525651,GSE95770,0,0,0,0,0,0,0,0,0,4,4,4,0,0,9
GSM3184007,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3184130,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM399720,GSE15913,0,0,0,0,0,0,0,0,0,2,2,2,0,0,4
GSM4774220,GSE157738,0,0,1,0,0,0,0,0,0,5,6,6,0,0,3
GSM540220,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM578647,GSE23593,0,0,1,1,0,0,0,0,0,9,11,11,0,2,2
GSM578716,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM578761,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM585402,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM585435,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM773692,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM782528,GSE31519,0,0,0,1,1,0,0,0,0,3,5,5,0,2,0
GSM805322,GSE32518,1,0,0,0,1,0,0,0,0,4,6,6,0,0,1
GSM865172,GSE35287,0,1,0,0,1,0,0,0,0,1,3,3,0,0,0
GSM884067,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM886567,GSE36295,1,0,0,1,1,0,1,0,0,1,5,5,0,2,1
GSM912754,GSE37168,0,0,0,1,1,0,0,0,0,0,2,2,0,1,3
GSM956643,GSE39133,1,1,0,1,1,0,1,0,0,1,6,6,0,2,1
GSM978683,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM100481,GSE4475,1,1,0,0,0,0,0,0,0,0,2,2,0,0,13
GSM1019232,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM1019287,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM1037322,GSE42296,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0
GSM1049096,GSE42743,0,1,0,1,0,0,0,0,0,2,4,4,0,1,1
GSM110793,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1164302,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM1164359,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM1379946,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1400661,GSE58093,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM1414761,GSE58598,1,1,1,1,1,0,0,0,0,12,17,17,0,3,1
GSM1422197,GSE58911,1,0,1,1,1,0,0,0,0,7,11,11,0,1,6
GSM1437912,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1629366,GSE66698,1,1,0,0,1,0,0,0,0,2,5,5,0,0,1
GSM1885022,GSE73081,1,1,1,0,0,0,0,0,0,1,4,4,0,0,0
GSM1888109,GSE73172,1,1,1,0,0,0,0,0,0,1,4,4,0,0,0
GSM2256870,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM239795,GSE9438,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
GSM2696473,GSE100922,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM2858777,GSE106977,0,0,0,0,1,0,0,0,0,4,5,5,0,0,1
GSM3184127,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM391091,GSE15622,0,0,0,0,0,0,0,0,0,7,7,7,0,0,1
GSM423067,GSE16879,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0
GSM530869,GSE21231,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM540247,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM540360,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM578765,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM585353,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM601759,GSE24427,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM601762,GSE24427,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM781385,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM781552,GSE31448,1,0,0,0,1,0,1,0,0,5,8,8,0,1,5
GSM886569,GSE36295,1,0,0,1,1,0,1,0,0,1,5,5,0,2,1
GSM1019163,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM1030080,GSE41998,1,1,0,0,0,0,0,0,0,5,7,7,0,0,5
GSM1049094,GSE42743,0,1,0,1,0,0,0,0,0,2,4,4,0,1,1
GSM110654,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM110827,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1320241,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1380048,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1442184,GSE59671,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
GSM1590552,GSE65238,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0
GSM1590570,GSE65238,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0
GSM1898247,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM1943705,GSE75132,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0
GSM1949196,GSE75311,0,0,0,0,0,0,0,0,0,4,4,4,0,0,8
GSM2157867,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2256880,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM3184262,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM381199,GSE15258,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0
GSM458425,GSE18376,0,0,0,0,0,0,0,0,0,3,3,3,0,0,1
GSM467591,GSE18864,1,0,0,1,0,0,0,0,0,1,3,3,0,1,6
GSM563034,GSE22762,0,0,0,1,0,0,0,0,0,4,5,5,0,1,6
GSM577813,GSE23553,0,0,0,0,0,0,0,-1,-1,0,-2,0,2,0,0
GSM578645,GSE23593,0,0,1,1,0,0,0,0,0,9,11,11,0,2,2
GSM578717,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM615763,GSE25065,1,0,0,1,1,0,0,0,0,9,12,12,0,1,2
GSM635882,GSE25904,0,0,0,0,0,0,0,-1,-4,0,-5,0,5,0,0
GSM718790,GSE29013,0,1,0,1,1,0,1,0,0,6,10,10,0,2,2
GSM731865,GSE29561,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
GSM773650,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM773707,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM781482,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM798644,GSE32226,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM865188,GSE35287,0,1,0,0,1,0,0,0,0,1,3,3,0,0,0
GSM883947,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM978601,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM100501,GSE4475,1,1,0,0,0,0,0,0,0,0,2,2,0,0,13
GSM100513,GSE4475,1,1,0,0,0,0,0,0,0,0,2,2,0,0,13
GSM1016567,GSE41408,0,0,0,1,0,1,0,0,0,2,4,4,0,2,0
GSM1016568,GSE41408,0,0,0,1,0,1,0,0,0,2,4,4,0,2,0
GSM1019235,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM110655,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM110722,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1128090,GSE46280,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM1336435,GSE55145,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM1380090,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1420051,GSE58812,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0
GSM1437898,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1437936,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1673759,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1943714,GSE75132,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0
GSM1944608,GSE75173,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0
GSM2124845,GSE80342,0,1,0,0,0,0,0,0,0,4,5,5,0,0,0
GSM2157849,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2256865,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2256885,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2256968,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2257022,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2858792,GSE106977,0,0,0,0,1,0,0,0,0,4,5,5,0,0,1
GSM3184062,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3289445,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM411278,GSE16391,1,0,0,1,1,0,0,0,0,3,6,6,0,1,4
GSM423035,GSE16879,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0
GSM505494,GSE16716,1,0,0,0,1,0,1,0,0,16,19,19,0,1,8
GSM540308,GSE21653,1,0,0,0,1,0,1,0,0,3,6,6,0,1,2
GSM578656,GSE23593,0,0,1,1,0,0,0,0,0,9,11,11,0,2,2
GSM578823,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM773756,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM827843,GSE33464,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM884059,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM884079,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM978725,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM981522,GSE39925,1,1,0,0,1,0,0,0,0,6,9,9,0,0,5
GSM1019223,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM1019262,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM110652,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM110720,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1164582,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM1224705,GSE50614,0,0,1,0,0,0,1,0,0,7,9,9,0,1,0
GSM1379965,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1414753,GSE58598,1,1,1,1,1,0,0,0,0,12,17,17,0,3,1
GSM1420042,GSE58812,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0
GSM1438012,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1438113,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1587100,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1587121,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1898170,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM1943707,GSE75132,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0
