refinebio_accession_code,experiment_accession,score_age,score_sex,score_patient,score_stage,score_tissue,score_metastasis,score_histology,score_cell_line_col,score_cell_line_text,score_primary_human_text,net_score,primary_score,cell_line_score,score_cancer_cols,score_cancer_text
GSM1438071,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1564131,GSE64085,1,1,0,0,0,0,0,0,0,2,4,4,0,0,3
GSM1564134,GSE64085,1,1,0,0,0,0,0,0,0,2,4,4,0,0,3
GSM1590557,GSE65238,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0
GSM1673795,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1673809,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1884964,GSE73079,1,1,1,0,0,0,0,0,0,1,4,4,0,0,0
GSM1898150,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM1898167,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM1958691,GSE75535,1,1,0,1,0,0,0,0,0,3,6,6,0,2,2
GSM239778,GSE9438,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
GSM2525655,GSE95770,0,0,0,0,0,0,0,0,0,4,4,4,0,0,9
GSM3183935,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3183988,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3184097,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3184100,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3184169,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3289469,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289524,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289613,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289693,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289707,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM381257,GSE15258,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0
GSM467570,GSE18864,1,0,0,1,0,0,0,0,0,1,3,3,0,1,6
GSM540142,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM559053,GSE22513,0,0,0,0,1,0,0,0,0,13,14,14,0,0,2
GSM577817,GSE23553,0,0,0,0,0,0,0,-1,-1,0,-2,0,2,0,0
GSM585302,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM585334,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM585371,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM773646,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM773758,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM781625,GSE31448,0,0,0,0,0,0,0,0,0,5,5,5,0,0,5
GSM865138,GSE35287,0,1,0,0,1,0,0,0,0,1,3,3,0,0,0
GSM1007041,GSE41035,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,1
GSM1016548,GSE41408,0,0,0,1,0,1,0,0,0,2,4,4,0,2,0
GSM1016565,GSE41408,0,0,0,1,0,1,0,0,0,2,4,4,0,2,0
GSM1016571,GSE41408,0,0,0,1,0,1,0,0,0,2,4,4,0,2,0
GSM1049158,GSE42743,0,1,0,1,0,0,0,0,0,2,4,4,0,1,1
GSM1164482,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM123251,GSE5389,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0
GSM1320225,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1320239,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1320240,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1320274,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1379879,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1438090,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1442192,GSE59671,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
GSM1898253,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM2159262,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2466137,GSE93984,0,0,0,1,0,0,0,0,0,10,11,11,0,1,9
GSM2872764,GSE107624,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM3289519,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289552,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM381231,GSE15258,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0
GSM391065,GSE15622,0,0,0,0,0,0,0,0,0,6,6,6,0,0,1
GSM458420,GSE18376,0,0,0,0,0,0,0,0,0,3,3,3,0,0,1
GSM467538,GSE18864,1,0,0,1,0,0,0,0,0,2,4,4,0,1,5
GSM4774160,GSE157738,0,0,1,0,0,0,0,0,0,5,6,6,0,0,3
GSM530862,GSE21231,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM562891,GSE22762,0,0,0,1,0,0,0,0,0,4,5,5,0,1,6
GSM601784,GSE24427,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM652243,GSE26526,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
GSM805337,GSE32518,1,0,0,0,1,0,0,0,0,5,7,7,0,0,1
GSM956667,GSE39134,1,1,0,1,1,0,1,0,0,1,6,6,0,2,1
GSM1037305,GSE42296,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0
GSM1320212,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1320257,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1320280,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1380036,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1381602,GSE57383,1,1,0,0,0,0,0,0,0,1,3,3,0,0,1
GSM1587212,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1673790,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1831506,GSE71258,0,0,1,0,1,0,0,0,0,1,3,3,0,0,3
GSM1831578,GSE71258,0,0,1,0,1,0,0,0,0,1,3,3,0,0,3
GSM2257054,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2525644,GSE95770,0,0,0,0,0,0,0,0,0,4,4,4,0,0,9
GSM2666735,GSE99967,1,1,0,1,1,0,0,0,0,2,6,6,0,1,0
GSM278183,GSE11001,0,0,0,1,0,0,0,0,0,17,18,18,0,2,1
GSM3063063,GSE112260,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3184011,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3289443,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289584,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289595,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289602,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289671,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM399736,GSE15913,0,0,0,0,0,0,0,0,0,2,2,2,0,0,4
GSM4774223,GSE157738,0,0,1,0,0,0,0,0,0,5,6,6,0,0,3
GSM540128,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM540328,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM550944,GSE22152,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5
GSM585388,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM601840,GSE24427,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM655608,GSE26637,0,1,0,0,1,0,0,0,0,1,3,3,0,0,0
GSM710508,GSE28694,1,1,0,0,1,0,0,0,0,10,13,13,0,1,3
GSM710555,GSE28694,1,1,0,0,1,0,0,0,0,10,13,13,0,1,3
GSM718794,GSE29013,0,1,0,1,1,0,1,0,0,6,10,10,0,2,2
GSM773544,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM773595,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM773735,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM781508,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM825548,GSE33377,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
GSM827828,GSE33464,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM883959,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM883969,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM884057,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM884214,GSE36223,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM927020,GSE37751,1,0,0,1,1,0,0,0,0,2,5,5,0,3,2
GSM100574,GSE4475,1,1,0,0,0,0,0,0,0,0,2,2,0,0,13
GSM1019304,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM1019329,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM1037370,GSE42296,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0
GSM1049177,GSE42743,0,1,0,1,0,0,0,0,0,2,4,4,0,1,1
GSM1053482,GSE42924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM110709,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM110817,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1123795,GSE46106,0,0,0,0,1,0,0,0,0,8,9,9,0,0,5
GSM1128088,GSE46280,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM1164529,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM123184,GSE5388,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0
GSM123185,GSE5388,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0
GSM1320237,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1379887,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1379975,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1379994,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1419979,GSE58812,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0
GSM1420002,GSE58812,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0
GSM1437950,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1438030,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1438036,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1442210,GSE59671,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
GSM1587075,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1587122,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1587182,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1888126,GSE73172,1,1,1,0,0,0,0,0,0,1,4,4,0,0,0
GSM2257028,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2525653,GSE95770,0,0,0,0,0,0,0,0,0,4,4,4,0,0,9
GSM2770803,GSE103412,0,0,1,1,1,0,0,0,0,7,10,10,0,1,7
GSM2872761,GSE107624,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM3183914,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3184120,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3184157,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3289600,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289625,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289684,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289755,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM411263,GSE16391,1,0,0,1,1,0,0,0,0,3,6,6,0,1,4
GSM423019,GSE16879,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0
GSM423038,GSE16879,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0
GSM4774212,GSE157738,0,0,1,0,0,0,0,0,0,5,6,6,0,0,3
GSM530875,GSE21231,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM540118,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM540296,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM578720,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM578726,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM585460,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM757660,GSE30536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM773599,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM773747,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM782525,GSE31519,0,0,0,1,1,0,0,0,0,3,5,5,0,2,0
GSM827849,GSE33464,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM832404,GSE33658,1,0,1,0,0,0,0,0,0,19,21,21,0,1,9
GSM884069,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM884152,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM884193,GSE36223,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM956652,GSE39134,1,1,0,1,1,0,1,0,0,1,6,6,0,2,1
GSM989166,GSE40240,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM989174,GSE40240,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM110739,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM110750,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1164324,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM1381607,GSE57383,1,1,0,0,0,0,0,0,0,1,3,3,0,0,1
GSM1437853,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1587097,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1673728,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1673819,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1898148,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM1898265,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM2257027,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM239786,GSE9438,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
GSM2666747,GSE99967,1,1,0,1,1,0,0,0,0,2,6,6,0,1,0
GSM2770786,GSE103412,0,0,1,1,1,0,0,0,0,7,10,10,0,1,7
GSM2858718,GSE106977,0,0,0,0,1,0,0,0,0,4,5,5,0,0,1
GSM2858768,GSE106977,0,0,0,0,1,0,0,0,0,4,5,5,0,0,1
GSM3184041,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3184246,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3289652,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289678,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM467550,GSE18864,1,0,0,1,0,0,0,0,0,1,3,3,0,1,6
GSM467604,GSE18864,1,0,0,1,0,0,0,0,0,1,3,3,0,1,6
GSM4774246,GSE157738,0,0,1,0,0,0,0,0,0,5,6,6,0,0,3
GSM478584,GSE19285,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM559051,GSE22513,0,0,0,0,1,0,0,0,0,13,14,14,0,0,2
GSM577807,GSE23553,0,0,0,0,0,0,0,-1,-1,0,-2,0,2,0,0
GSM578760,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM781344,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM781477,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM827816,GSE33464,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM884073,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM884182,GSE36223,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM978615,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM1019230,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM1037308,GSE42296,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0
GSM1037364,GSE42296,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0
GSM1037368,GSE42296,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0
GSM1123782,GSE46106,0,0,0,0,1,0,0,0,0,8,9,9,0,0,5
GSM1164435,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM1186558,GSE48905,0,1,0,0,0,0,0,0,0,3,4,4,0,0,2
GSM1224703,GSE50614,0,0,1,0,0,0,1,0,0,7,9,9,0,1,0
GSM1379855,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1381527,GSE57383,1,1,0,0,0,0,0,0,0,1,3,3,0,0,1
GSM1381579,GSE57383,1,1,0,0,0,0,0,0,0,1,3,3,0,0,1
GSM1419947,GSE58812,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0
GSM1587144,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1587192,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1672329,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1672530,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1673776,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1945116,GSE75207,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0
GSM2157856,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2157896,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2159257,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2257003,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2770763,GSE103412,0,0,1,1,1,0,0,0,0,5,8,8,0,1,3
GSM278179,GSE11001,0,0,0,1,0,0,0,0,0,17,18,18,0,2,1
GSM2858701,GSE106977,0,0,0,0,1,0,0,0,0,4,5,5,0,0,1
GSM2858757,GSE106977,0,0,0,0,1,0,0,0,0,4,5,5,0,0,1
GSM3184029,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3289471,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM423074,GSE16879,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0
GSM458401,GSE18376,0,0,0,0,0,0,0,0,0,3,3,3,0,0,1
GSM469270,GSE18948,1,1,1,0,1,0,1,0,0,3,8,8,0,1,0
GSM478600,GSE19285,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM578736,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM745539,GSE23290,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0
GSM781381,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM781470,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM865177,GSE35287,0,1,0,0,1,0,0,0,0,1,3,3,0,0,0
GSM884161,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM884186,GSE36223,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM884195,GSE36223,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM947496,GSE38680,1,1,1,0,1,0,0,0,0,4,8,8,0,0,0
GSM978675,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM1049135,GSE42743,0,1,0,1,0,0,0,0,0,2,4,4,0,1,1
GSM1049528,GSE42763,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM1138806,GSE46819,1,1,0,0,0,0,0,0,0,0,2,2,0,0,2
GSM1320194,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1400667,GSE58093,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM1442198,GSE59671,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
GSM1587050,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1587127,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1587129,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1672690,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1831470,GSE71258,0,0,1,0,1,0,0,0,0,1,3,3,0,0,3
GSM1831524,GSE71258,0,0,1,0,1,0,0,0,0,1,3,3,0,0,3
GSM1944607,GSE75173,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0
GSM2157822,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2256947,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM3184030,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3184172,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM391104,GSE15622,0,0,0,0,0,0,0,0,0,6,6,6,0,0,1
GSM411274,GSE16391,1,0,0,1,1,0,0,0,0,3,6,6,0,1,4
GSM540196,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM540216,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM577779,GSE23553,0,0,0,0,0,0,0,-1,-1,0,-2,0,2,0,0
GSM601754,GSE24427,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM718813,GSE29013,0,1,0,1,1,0,1,0,0,6,10,10,0,2,2
GSM781490,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM805361,GSE32518,1,0,0,0,1,0,0,0,0,5,7,7,0,0,1
GSM827822,GSE33464,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM883997,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM884081,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM100652,GSE4475,1,1,0,0,0,0,0,0,0,0,2,2,0,0,13
GSM1019186,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM110672,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1138808,GSE46819,1,1,0,0,0,0,0,0,0,0,2,2,0,0,2
GSM1164473,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM123189,GSE5388,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0
GSM1320175,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1350443,GSE56017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1380105,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1437947,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1587048,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1672593,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1885011,GSE73080,1,1,1,0,0,0,0,0,0,1,4,4,0,0,0
GSM1898242,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM1958654,GSE75535,1,1,0,1,0,0,0,0,0,3,6,6,0,2,2
GSM2256860,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2257062,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2257087,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2435471,GSE92697,0,0,0,1,0,0,0,0,0,0,1,1,0,1,3
GSM2435482,GSE92697,0,0,0,1,0,0,0,0,0,0,1,1,0,1,3
GSM2435485,GSE92697,0,0,0,1,0,0,0,0,0,0,1,1,0,1,3
GSM2466113,GSE93984,0,0,0,1,0,0,0,0,0,10,11,11,0,1,9
GSM2525642,GSE95770,0,0,0,0,0,0,0,0,0,4,4,4,0,0,9
GSM3289518,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289549,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM411284,GSE16391,1,0,0,1,1,0,0,0,0,3,6,6,0,1,4
GSM423057,GSE16879,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0
GSM773577,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM773578,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM781505,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM781514,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM927027,GSE37751,1,0,0,1,1,0,0,0,0,2,5,5,0,3,2
GSM978684,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM1019175,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM1019279,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM1037338,GSE42296,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0
GSM1037367,GSE42296,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0
GSM1192249,GSE49019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1379888,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1437836,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1437861,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1437971,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1438054,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1442189,GSE59671,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
GSM1564130,GSE64085,1,1,0,0,0,0,0,0,0,2,4,4,0,0,3
GSM1672658,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1885025,GSE73081,1,1,1,0,0,0,0,0,0,1,4,4,0,0,0
GSM1888120,GSE73172,1,1,1,0,0,0,0,0,0,1,4,4,0,0,0
GSM1888124,GSE73172,1,1,1,0,0,0,0,0,0,1,4,4,0,0,0
GSM2124828,GSE80342,0,1,0,0,0,0,0,0,0,4,5,5,0,0,0
GSM3184110,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3289687,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM364630,GSE14580,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0
